The matrix U having left singular vectors is:
[matrix size: 42x3; n_nonzero: 126; density: 100.00%]

     (0, 0)         0.1165
     (1, 0)         0.1554
     (2, 0)         0.1523
     (3, 0)         0.1907
     (4, 0)         0.1551
     (5, 0)         0.2041
     (6, 0)         0.1294
     (7, 0)         0.1716
     (8, 0)         0.1335
     (9, 0)         0.1297
    (10, 0)         0.1492
    (11, 0)         0.0839
    (12, 0)         0.1572
    (13, 0)         0.1652
    (14, 0)         0.1984
    (15, 0)         0.1646
    (16, 0)         0.1834
    (17, 0)         0.1641
    (18, 0)         0.1471
    (19, 0)         0.1644
    (20, 0)         0.1551
    (21, 0)         0.1820
    (22, 0)         0.1313
    (23, 0)         0.1288
    (24, 0)         0.1475
    (25, 0)         0.1302
    (26, 0)         0.1533
    (27, 0)         0.2018
    (28, 0)         0.1708
    (29, 0)         0.1356
    (30, 0)         0.1521
    (31, 0)         0.1599
    (32, 0)         0.1695
    (33, 0)         0.1882
    (34, 0)         0.1305
    (35, 0)         0.1031
    (36, 0)         0.1338
    (37, 0)         0.1533
    (38, 0)         0.1332
    (39, 0)         0.1316
    (40, 0)         0.1521
    (41, 0)         0.1324
     (0, 1)         0.0361
     (1, 1)        -0.1928
     (2, 1)         0.1897
     (3, 1)         0.0169
     (4, 1)        -0.1730
     (5, 1)         0.2465
     (6, 1)         0.0185
     (7, 1)        -0.2140
     (8, 1)         0.1666
     (9, 1)         0.0181
    (10, 1)        -0.1888
    (11, 1)         0.0904
    (12, 1)         0.0282
    (13, 1)        -0.2152
    (14, 1)         0.2392
    (15, 1)         0.0473
    (16, 1)        -0.2363
    (17, 1)         0.2000
    (18, 1)         0.0218
    (19, 1)        -0.2125
    (20, 1)         0.1658
    (21, 1)         0.0106
    (22, 1)        -0.1595
    (23, 1)         0.1560
    (24, 1)         0.0307
    (25, 1)        -0.1711
    (26, 1)         0.1676
    (27, 1)         0.0305
    (28, 1)        -0.2234
    (29, 1)         0.1663
    (30, 1)         0.0115
    (31, 1)        -0.1901
    (32, 1)         0.2008
    (33, 1)         0.0229
    (34, 1)        -0.1559
    (35, 1)         0.1226
    (36, 1)         0.0291
    (37, 1)        -0.1991
    (38, 1)         0.1713
    (39, 1)         0.0298
    (40, 1)        -0.2007
    (41, 1)         0.1639
     (0, 2)        -0.1385
     (1, 2)         0.0881
     (2, 2)         0.1436
     (3, 2)        -0.2350
     (4, 2)         0.0579
     (5, 2)         0.1809
     (6, 2)        -0.0796
     (7, 2)         0.0974
     (8, 2)         0.1227
     (9, 2)        -0.2148
    (10, 2)         0.0849
    (11, 2)         0.0580
    (12, 2)        -0.2192
    (13, 2)         0.1032
    (14, 2)         0.1708
    (15, 2)        -0.2090
    (16, 2)         0.1164
    (17, 2)         0.1445
    (18, 2)        -0.2382
    (19, 2)         0.1045
    (20, 2)         0.0887
    (21, 2)        -0.2262
    (22, 2)         0.0711
    (23, 2)         0.1116
    (24, 2)        -0.2201
    (25, 2)         0.0835
    (26, 2)         0.1271
    (27, 2)        -0.3119
    (28, 2)         0.1080
    (29, 2)         0.1259
    (30, 2)        -0.2158
    (31, 2)         0.0820
    (32, 2)         0.1427
    (33, 2)        -0.2211
    (34, 2)         0.0596
    (35, 2)         0.0876
    (36, 2)        -0.2073
    (37, 2)         0.1008
    (38, 2)         0.1344
    (39, 2)        -0.1936
    (40, 2)         0.0987
